eventID,occurrenceID,scientificName,scientificNameID,scientificNameAuthorship,taxonomicStatus,taxonRank,vernacularName,individualCount,kingdom,phylum,class,order,family,genus,specificEpithet,dateIdentified,identifiedBy,basisOfRecord,occurrenceStatus
IYS2022-002-139,IYS2022-002-139-4ZJ,Chrysaora melanaster,urn:lsid:marinespecies.org:taxname:287209,"Brandt, 1835",accepted,Species,Northern Sea Nettle,3,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,melanaster,2022-03-15T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-143,IYS2022-002-143-4ZJ,Chrysaora melanaster,urn:lsid:marinespecies.org:taxname:287209,"Brandt, 1835",accepted,Species,Northern Sea Nettle,10,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,melanaster,2022-03-16T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-037,IYS2022-002-037-426,Sebastes melanops,urn:lsid:marinespecies.org:taxname:274817,"Girard, 1856",accepted,Species,Black Rockfish,1,Animalia,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,melanops,2022-02-26T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-037,IYS2022-002-037-95C,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,634,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,2022-02-26T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-045,IYS2022-002-045-95C,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,153,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,2022-02-27T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-050,IYS2022-002-050-95C,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,26,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,2022-02-28T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-093,IYS2022-002-093-95C,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,10,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,2022-03-06T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-101,IYS2022-002-101-95C,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,2,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,2022-03-10T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-118,IYS2022-002-118-95C,Berryteuthis anonychus,urn:lsid:marinespecies.org:taxname:342285,"(Pearcy & Voss, 1963)",superseded combination,Species,Smallfin Gonate Squid,5,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,anonychus,2022-03-12T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-045,IYS2022-002-045-5A7,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,"Brandt, 1835",accepted,Species,Fried Egg Jellyfish,3,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,camtschatica,2022-02-27T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-069,IYS2022-002-069-5A7,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,"Brandt, 1835",accepted,Species,Fried Egg Jellyfish,16,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,camtschatica,2022-03-03T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-073,IYS2022-002-073-5A7,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,"Brandt, 1835",accepted,Species,Fried Egg Jellyfish,2,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,camtschatica,2022-03-04T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-077,IYS2022-002-077-5A7,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,"Brandt, 1835",accepted,Species,Fried Egg Jellyfish,5,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,camtschatica,2022-03-04T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-085,IYS2022-002-085-5A7,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,"Brandt, 1835",accepted,Species,Fried Egg Jellyfish,2,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,camtschatica,2022-03-05T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-101,IYS2022-002-101-5A7,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,"Brandt, 1835",accepted,Species,Fried Egg Jellyfish,2,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,camtschatica,2022-03-10T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-106,IYS2022-002-106-5A7,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,"Brandt, 1835",accepted,Species,Fried Egg Jellyfish,4,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,camtschatica,2022-03-11T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-110,IYS2022-002-110-5A7,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,"Brandt, 1835",accepted,Species,Fried Egg Jellyfish,1,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,camtschatica,2022-03-11T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-118,IYS2022-002-118-5A7,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,"Brandt, 1835",accepted,Species,Fried Egg Jellyfish,12,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,camtschatica,2022-03-12T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-127,IYS2022-002-127-5A7,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,"Brandt, 1835",accepted,Species,Fried Egg Jellyfish,NA,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,camtschatica,2022-03-14T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-134,IYS2022-002-134-5A7,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,"Brandt, 1835",accepted,Species,Fried Egg Jellyfish,9,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,camtschatica,2022-03-15T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-139,IYS2022-002-139-5A7,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,"Brandt, 1835",accepted,Species,Fried Egg Jellyfish,NA,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,camtschatica,2022-03-15T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-143,IYS2022-002-143-5A7,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,"Brandt, 1835",accepted,Species,Fried Egg Jellyfish,2,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,camtschatica,2022-03-16T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-148,IYS2022-002-148-5A7,Phacellophora camtschatica,urn:lsid:marinespecies.org:taxname:135309,"Brandt, 1835",accepted,Species,Fried Egg Jellyfish,NA,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,camtschatica,2022-03-19T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-045,IYS2022-002-045-5A2,Aurelia aurita,urn:lsid:marinespecies.org:taxname:135306,"(Linnaeus, 1758)",accepted,Species,Moon Jellyfish,14,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,aurita,2022-02-27T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-063,IYS2022-002-063-5A2,Aurelia aurita,urn:lsid:marinespecies.org:taxname:135306,"(Linnaeus, 1758)",accepted,Species,Moon Jellyfish,4,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,aurita,2022-03-02T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-077,IYS2022-002-077-5A2,Aurelia aurita,urn:lsid:marinespecies.org:taxname:135306,"(Linnaeus, 1758)",accepted,Species,Moon Jellyfish,3,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,aurita,2022-03-04T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-049,IYS2022-002-049-3X0,Ctenophora,urn:lsid:marinespecies.org:taxname:1248,"Eschscholtz, 1829",accepted,Phylum,Comb Jellyfish,4,Animalia,Ctenophora,NA,NA,NA,NA,NA,2022-02-28T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-050,IYS2022-002-050-3X0,Ctenophora,urn:lsid:marinespecies.org:taxname:1248,"Eschscholtz, 1829",accepted,Phylum,Comb Jellyfish,6,Animalia,Ctenophora,NA,NA,NA,NA,NA,2022-02-28T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-054,IYS2022-002-054-3X0,Ctenophora,urn:lsid:marinespecies.org:taxname:1248,"Eschscholtz, 1829",accepted,Phylum,Comb Jellyfish,13,Animalia,Ctenophora,NA,NA,NA,NA,NA,2022-03-01T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-059,IYS2022-002-059-3X0,Ctenophora,urn:lsid:marinespecies.org:taxname:1248,"Eschscholtz, 1829",accepted,Phylum,Comb Jellyfish,15,Animalia,Ctenophora,NA,NA,NA,NA,NA,2022-03-01T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-097,IYS2022-002-097-3X0,Ctenophora,urn:lsid:marinespecies.org:taxname:1248,"Eschscholtz, 1829",accepted,Phylum,Comb Jellyfish,10,Animalia,Ctenophora,NA,NA,NA,NA,NA,2022-03-10T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-101,IYS2022-002-101-3X0,Ctenophora,urn:lsid:marinespecies.org:taxname:1248,"Eschscholtz, 1829",accepted,Phylum,Comb Jellyfish,6,Animalia,Ctenophora,NA,NA,NA,NA,NA,2022-03-10T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-106,IYS2022-002-106-3X0,Ctenophora,urn:lsid:marinespecies.org:taxname:1248,"Eschscholtz, 1829",accepted,Phylum,Comb Jellyfish,4,Animalia,Ctenophora,NA,NA,NA,NA,NA,2022-03-11T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-114,IYS2022-002-114-3X0,Ctenophora,urn:lsid:marinespecies.org:taxname:1248,"Eschscholtz, 1829",accepted,Phylum,Comb Jellyfish,1,Animalia,Ctenophora,NA,NA,NA,NA,NA,2022-03-12T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-118,IYS2022-002-118-3X0,Ctenophora,urn:lsid:marinespecies.org:taxname:1248,"Eschscholtz, 1829",accepted,Phylum,Comb Jellyfish,2,Animalia,Ctenophora,NA,NA,NA,NA,NA,2022-03-12T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-148,IYS2022-002-148-3X0,Ctenophora,urn:lsid:marinespecies.org:taxname:1248,"Eschscholtz, 1829",accepted,Phylum,Comb Jellyfish,13,Animalia,Ctenophora,NA,NA,NA,NA,NA,2022-03-19T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-059,IYS2022-002-059-154,Lipolagus ochotensis,urn:lsid:marinespecies.org:taxname:281374,"(Schmidt, 1938)",accepted,Species,Popeye Blacksmelt,26,Animalia,Chordata,Actinopteri,Argentiniformes,Bathylagidae,Lipolagus,ochotensis,2022-03-01T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-085,IYS2022-002-085-386,Icosteus aenigmaticus,urn:lsid:marinespecies.org:taxname:281153,"Lockington, 1880",accepted,Species,Ragfish,1,Animalia,Chordata,Actinopteri,Scombriformes,Icosteidae,Icosteus,aenigmaticus,2022-03-05T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-085,IYS2022-002-085-202,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,"(Jordan & Gilbert, 1880)",accepted,Species,Blue Lanternfish,24,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,crenularis,2022-03-05T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-093,IYS2022-002-093-202,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,"(Jordan & Gilbert, 1880)",accepted,Species,Blue Lanternfish,1000,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,crenularis,2022-03-06T00:00:00Z,Tyler Zubkowski,HumanObservation,present
IYS2022-002-097,IYS2022-002-097-202,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,"(Jordan & Gilbert, 1880)",accepted,Species,Blue Lanternfish,1665,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,crenularis,2022-03-10T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-106,IYS2022-002-106-202,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,"(Jordan & Gilbert, 1880)",accepted,Species,Blue Lanternfish,96,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Tarletonbeania,crenularis,2022-03-11T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-097,IYS2022-002-097-92D,Doryteuthis opalescens,urn:lsid:marinespecies.org:taxname:574540,"(Berry, 1911)",accepted,Species,Opalescent Inshore Squid,20,Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Doryteuthis,opalescens,2022-03-10T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-106,IYS2022-002-106-176,Anotopteridae,urn:lsid:marinespecies.org:taxname:125440,"Zugmayer, 1911",accepted,Family,Daggertooths,1,Animalia,Chordata,Actinopteri,Aulopiformes,Anotopteridae,NA,NA,2022-03-11T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-110,IYS2022-002-110-176,Anotopteridae,urn:lsid:marinespecies.org:taxname:125440,"Zugmayer, 1911",accepted,Family,Daggertooths,1,Animalia,Chordata,Actinopteri,Aulopiformes,Anotopteridae,NA,NA,2022-03-11T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-139,IYS2022-002-139-176,Anotopteridae,urn:lsid:marinespecies.org:taxname:125440,"Zugmayer, 1911",accepted,Family,Daggertooths,1,Animalia,Chordata,Actinopteri,Aulopiformes,Anotopteridae,NA,NA,2022-03-15T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-106,IYS2022-002-106-189,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,"Eigenmann & Eigenmann, 1890",accepted,Species,California Headlightfish,28,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,theta,2022-03-11T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-106,IYS2022-002-106-92A,Teuthida,urn:lsid:marinespecies.org:taxname:11716,"Naef, 1916",nomen dubium,Order,Squid,NA,Animalia,Mollusca,Cephalopoda,Teuthida,NA,NA,NA,2022-03-11T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-110,IYS2022-002-110-276,Gasterosteus aculeatus,urn:lsid:marinespecies.org:taxname:126505,"Linnaeus, 1758",accepted,Species,Threespine Stickleback,330,Animalia,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,aculeatus,2022-03-11T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-114,IYS2022-002-114-276,Gasterosteus aculeatus,urn:lsid:marinespecies.org:taxname:126505,"Linnaeus, 1758",accepted,Species,Threespine Stickleback,306,Animalia,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,aculeatus,2022-03-12T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-118,IYS2022-002-118-276,Gasterosteus aculeatus,urn:lsid:marinespecies.org:taxname:126505,"Linnaeus, 1758",accepted,Species,Threespine Stickleback,5,Animalia,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,aculeatus,2022-03-12T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-125,IYS2022-002-125-276,Gasterosteus aculeatus,urn:lsid:marinespecies.org:taxname:126505,"Linnaeus, 1758",accepted,Species,Threespine Stickleback,24,Animalia,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,aculeatus,2022-03-14T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-127,IYS2022-002-127-276,Gasterosteus aculeatus,urn:lsid:marinespecies.org:taxname:126505,"Linnaeus, 1758",accepted,Species,Threespine Stickleback,2633,Animalia,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,aculeatus,2022-03-14T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-114,IYS2022-002-114-3HC,Calycopsis,urn:lsid:marinespecies.org:taxname:117028,"Fewkes, 1882",accepted,Genus,Calycopsis,3,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Bythotiaridae,Calycopsis,NA,2022-03-12T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-118,IYS2022-002-118-3HC,Calycopsis,urn:lsid:marinespecies.org:taxname:117028,"Fewkes, 1882",accepted,Genus,Calycopsis,1,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Bythotiaridae,Calycopsis,NA,2022-03-12T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-127,IYS2022-002-127-3HC,Calycopsis,urn:lsid:marinespecies.org:taxname:117028,"Fewkes, 1882",accepted,Genus,Calycopsis,2,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Bythotiaridae,Calycopsis,NA,2022-03-14T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-114,IYS2022-002-114-015,Pisces,urn:lsid:marinespecies.org:taxname:11676,NA,unaccepted,Superclass,Unknown Fish,6,Animalia,Chordata,NA,NA,NA,NA,NA,2022-03-12T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-127,IYS2022-002-127-015,Pisces,urn:lsid:marinespecies.org:taxname:11676,NA,unaccepted,Superclass,Unknown Fish,1,Animalia,Chordata,NA,NA,NA,NA,NA,2022-03-14T00:00:00Z,Erika Anderson,HumanObservation,present
IYS2022-002-139,IYS2022-002-139-OAA,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,"Latreille, 1816",accepted,Order,Amphipods,4,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,2022-03-15T00:00:00Z,Erika Anderson,HumanObservation,present
